customer_id,signup_date,home_city,segment,age,household_size,income_band,acquisition_channel,propensity_score
C000329,2023-06-23,Dhaka,End-User,36.0,3,Upper-Mid,Marketplace,0.58
C000330,2023-09-14,Dhaka,End-User,36.0,2,Upper-Mid,Facebook,0.44
C000331,2024-07-03,Dhaka,End-User,40.0,3,Lower-Mid,Organic,0.449
C000332,2023-02-26,Rangpur,End-User,39.0,4,Upper-Mid,Paid Search,0.731
C000333,2024-06-06,Rajshahi,Business Buyer,47.0,4,Mid,Organic,0.803
C000334,2024-04-18,Khulna,End-User,18.0,2,Mid,Facebook,0.463
C000335,2024-10-21,Khulna,End-User,38.0,3,Mid,Marketplace,0.471
C000336,2024-08-31,Dhaka,Renter-to-Owner,38.0,5,Lower-Mid,Paid Search,0.589
C000337,2024-04-30,Rajshahi,End-User,32.0,6,Lower-Mid,Broker Network,0.333
C000338,2022-09-21,Dhaka,Renter-to-Owner,18.0,5,Low,Email,0.507
C000339,2024-04-05,Rajshahi,End-User,33.0,2,Mid,Email,0.413
C000340,2024-02-25,Sylhet,End-User,28.0,5,Lower-Mid,Organic,0.641
C000341,2022-11-05,Sylhet,Investor,49.0,6,Mid,Paid Search,0.793
C000342,2023-12-24,Chattogram,Investor,,1,Upper-Mid,Paid Search,0.672
C000343,2022-09-27,Rangpur,End-User,27.0,5,Mid,Paid Search,0.51
C000344,2023-07-12,Sylhet,Renter-to-Owner,18.0,4,Low,Organic,0.525
C000345,2024-04-29,Dhaka,Investor,39.0,3,Mid,Facebook,0.561
C000346,2022-07-20,Dhaka,Business Buyer,40.0,4,Lower-Mid,Broker Network,0.617
C000347,2022-12-26,Rajshahi,End-User,32.0,4,Mid,Paid Search,0.579
C000348,2024-04-27,Dhaka,End-User,39.0,5,Low,Referral,0.285
C000349,2023-04-29,Dhaka,Renter-to-Owner,31.0,5,Low,Facebook,0.48
C000350,2024-10-21,Dhaka,Renter-to-Owner,44.0,2,Upper-Mid,Organic,0.74
C000351,2022-01-09,Dhaka,End-User,43.0,3,Lower-Mid,Paid Search,0.523
C000352,2024-02-09,Chattogram,End-User,19.0,4,Low,Paid Search,0.351
C000353,2024-05-17,Rajshahi,Investor,21.0,6,Lower-Mid,Facebook,0.545
C000354,2024-09-05,Dhaka,End-User,52.0,1,Lower-Mid,Referral,0.438
C000355,2022-06-17,Sylhet,Renter-to-Owner,42.0,3,Upper-Mid,Paid Search,0.665
C000356,2024-11-15,Dhaka,End-User,,2,,Organic,0.415
C000357,2023-02-23,Chattogram,End-User,20.0,2,Low,Paid Search,0.455
C000358,2023-01-11,Dhaka,End-User,36.0,5,Upper-Mid,Organic,0.658
C000359,2023-01-15,Barishal,End-User,24.0,3,Lower-Mid,Broker Network,0.365
C000360,2023-11-12,Mymensingh,End-User,31.0,1,Low,Referral,0.413
C000361,2023-12-04,Khulna,End-User,34.0,3,Low,Referral,0.328
C000362,2023-05-21,Dhaka,End-User,33.0,6,Upper-Mid,Referral,0.728
C000363,2022-03-17,Dhaka,Business Buyer,44.0,1,Mid,Paid Search,0.716
C000364,2024-11-17,Dhaka,Renter-to-Owner,51.0,4,Mid,Organic,0.73
C000365,2022-08-25,Rangpur,End-User,30.0,6,Mid,Facebook,0.496
C000366,2022-04-10,Dhaka,Investor,24.0,4,Mid,Broker Network,0.724
C000367,2023-09-29,Mymensingh,Business Buyer,37.0,6,Mid,Broker Network,0.669
C000368,2023-03-16,Rajshahi,Renter-to-Owner,49.0,3,Upper-Mid,Broker Network,0.723
C000369,2023-10-19,Khulna,Renter-to-Owner,30.0,6,Mid,Referral,0.649
C000370,2024-07-22,Rangpur,End-User,42.0,5,Upper-Mid,Email,0.769
C000371,2022-04-14,Dhaka,Investor,26.0,4,Low,Broker Network,0.581
C000372,2022-10-30,Barishal,Renter-to-Owner,34.0,2,Mid,Marketplace,0.592
C000373,2023-07-05,Dhaka,End-User,24.0,2,Mid,Organic,0.54
C000374,2024-04-19,Rangpur,End-User,34.0,1,Lower-Mid,Organic,0.452
C000375,2023-10-03,Khulna,End-User,33.0,4,Low,Facebook,0.248
C000376,2023-02-13,Dhaka,End-User,39.0,4,Low,Facebook,0.268
C000377,2023-10-13,Rangpur,End-User,50.0,4,Lower-Mid,Paid Search,0.6
C000378,2024-11-10,Dhaka,End-User,30.0,4,Upper-Mid,Broker Network,0.704
C000379,2023-05-27,Dhaka,End-User,18.0,5,Low,Facebook,0.323
C000380,2024-07-30,Barishal,End-User,32.0,4,Mid,Facebook,0.467
C000381,2024-04-11,Chattogram,Investor,37.0,3,Low,Organic,0.729
C000382,2022-11-18,Rangpur,Business Buyer,36.0,4,Mid,Facebook,0.583
C000383,2022-09-23,Rajshahi,End-User,33.0,6,,Referral,0.394
C000384,2024-04-01,Rajshahi,End-User,47.0,5,Low,Paid Search,0.408
C000385,2022-08-10,Dhaka,End-User,35.0,3,Lower-Mid,Paid Search,0.376
C000386,2022-12-26,Dhaka,End-User,33.0,4,Lower-Mid,Facebook,0.327
C000387,2022-09-08,Mymensingh,End-User,27.0,4,Lower-Mid,Marketplace,0.353
C000388,2023-10-09,Dhaka,Investor,18.0,3,Mid,Organic,0.833
C000389,2022-11-10,Khulna,Renter-to-Owner,37.0,3,Upper-Mid,Paid Search,0.682
C000390,2023-12-03,Dhaka,Investor,36.0,4,Mid,Organic,0.721
C000391,2024-09-23,Dhaka,Business Buyer,24.0,6,Mid,Paid Search,0.708
C000392,2024-06-03,Rajshahi,End-User,34.0,5,Mid,Referral,0.554
C000393,2024-10-07,Barishal,Investor,33.0,3,Lower-Mid,Paid Search,0.519
C000394,2022-01-27,Barishal,End-User,28.0,5,,Paid Search,0.435
C000395,2023-05-01,Rangpur,End-User,27.0,4,Mid,Marketplace,0.532
C000396,2022-08-23,Dhaka,Business Buyer,38.0,4,Mid,Paid Search,0.607
C000397,2024-09-05,Chattogram,Renter-to-Owner,32.0,4,Upper-Mid,Facebook,0.678
C000398,2024-01-29,Dhaka,End-User,29.0,1,Lower-Mid,Marketplace,0.529
C000399,2022-12-08,Sylhet,End-User,26.0,1,Low,Facebook,0.3
C000400,2023-08-24,Chattogram,Business Buyer,33.0,4,Mid,Organic,0.943
C000401,2023-10-08,Khulna,End-User,42.0,3,Upper-Mid,Organic,0.702
C000402,2023-06-13,Dhaka,End-User,36.0,2,Upper-Mid,Email,0.626
C000403,2023-05-21,Barishal,End-User,32.0,3,Lower-Mid,Email,0.363
C000404,2022-02-28,Barishal,End-User,37.0,5,Mid,Paid Search,0.512
C000405,2023-04-28,Rangpur,Renter-to-Owner,46.0,4,High,Referral,0.83
C000406,2023-01-07,Dhaka,End-User,38.0,5,Low,Organic,0.491
C000407,2024-05-22,Mymensingh,Renter-to-Owner,36.0,4,Mid,Paid Search,0.562
C000408,2024-07-11,Dhaka,End-User,,3,Lower-Mid,Marketplace,0.475
C000409,2024-03-10,Chattogram,End-User,33.0,5,Upper-Mid,Facebook,0.603
C000410,2022-02-02,Dhaka,End-User,36.0,4,Lower-Mid,Organic,0.588
C000411,2024-06-15,Dhaka,Renter-to-Owner,30.0,4,Mid,Facebook,0.674
C000412,2023-02-27,Khulna,End-User,20.0,4,Low,Email,0.417
C000413,2023-03-20,Dhaka,Renter-to-Owner,37.0,5,Low,Email,0.521
C000414,2024-10-04,Chattogram,End-User,37.0,3,Low,Referral,0.54
C000415,2024-07-13,Rajshahi,End-User,31.0,5,Lower-Mid,Broker Network,0.533
C000416,2022-02-24,Rangpur,Renter-to-Owner,43.0,4,Upper-Mid,Broker Network,0.752
C000417,2023-01-19,Sylhet,Renter-to-Owner,28.0,4,Low,Marketplace,0.463
C000418,2024-03-10,Rajshahi,End-User,18.0,6,Low,Referral,0.579
C000419,2023-07-29,Dhaka,Renter-to-Owner,28.0,2,Upper-Mid,Facebook,0.679
C000420,2022-10-02,Barishal,End-User,20.0,3,Lower-Mid,Marketplace,0.498
C000421,2023-07-14,Dhaka,Investor,37.0,3,Mid,Paid Search,0.686
C000422,2024-07-12,Dhaka,Renter-to-Owner,27.0,4,Low,Facebook,0.54
C000423,2022-08-27,Dhaka,Renter-to-Owner,43.0,5,Upper-Mid,Email,0.746
C000424,2024-03-06,Rajshahi,Investor,43.0,2,Mid,Marketplace,0.702
C000425,2024-02-23,Chattogram,Business Buyer,26.0,8,Low,Facebook,0.474
C000426,2024-08-02,Rajshahi,End-User,27.0,3,Mid,Facebook,0.503
C000427,2022-11-14,Chattogram,Business Buyer,39.0,4,Lower-Mid,Email,0.6
C000428,2022-08-19,Chattogram,Renter-to-Owner,43.0,4,Lower-Mid,Facebook,0.517
C000429,2023-08-07,Chattogram,Business Buyer,18.0,4,Lower-Mid,Facebook,0.544
C000430,2023-07-21,Dhaka,Renter-to-Owner,37.0,3,Mid,Organic,0.543
C000431,2023-03-13,Chattogram,Business Buyer,18.0,5,Mid,Organic,0.872
C000432,2024-04-10,Rajshahi,End-User,,3,Low,Paid Search,0.391
C000433,2024-05-01,Khulna,End-User,44.0,1,Mid,Facebook,0.542
C000434,2022-09-19,Dhaka,End-User,61.0,2,Low,Broker Network,0.406
C000435,2024-04-28,Rajshahi,Renter-to-Owner,32.0,6,Mid,Organic,0.743
C000436,2022-09-03,Chattogram,Investor,23.0,5,Low,Organic,0.634
C000437,2023-03-11,Dhaka,Business Buyer,29.0,1,Lower-Mid,Facebook,0.535
C000438,2022-01-29,Dhaka,End-User,35.0,5,Mid,Organic,0.58
C000439,2022-12-29,Khulna,Renter-to-Owner,28.0,1,Mid,Marketplace,0.7
C000440,2024-10-18,Chattogram,End-User,26.0,4,Upper-Mid,Paid Search,0.636
C000441,2023-04-17,Sylhet,Renter-to-Owner,30.0,2,Mid,Email,0.627
C000442,2024-01-27,Dhaka,Business Buyer,38.0,5,Upper-Mid,Paid Search,0.715
C000443,2022-04-26,Barishal,End-User,,4,High,Marketplace,0.664
C000444,2023-11-09,Dhaka,End-User,26.0,5,High,Facebook,0.766
C000445,2023-02-01,Rajshahi,End-User,28.0,3,Lower-Mid,Marketplace,0.367
C000446,2024-03-04,Barishal,Renter-to-Owner,30.0,3,Low,Facebook,0.474
C000447,2024-09-16,Chattogram,Renter-to-Owner,25.0,2,Mid,Broker Network,0.707
C000448,2023-07-21,Dhaka,End-User,28.0,2,Lower-Mid,Organic,0.527
C000449,2022-04-20,Khulna,Investor,40.0,5,Mid,Facebook,0.705
C000450,2023-05-23,Mymensingh,End-User,32.0,4,Low,Paid Search,0.251
C000451,2022-05-12,Mymensingh,Investor,18.0,4,Mid,Broker Network,0.833
C000452,2023-04-25,Dhaka,Renter-to-Owner,43.0,5,Low,Facebook,0.292
C000453,2022-03-07,Barishal,End-User,38.0,2,Upper-Mid,Referral,0.713
C000454,2023-11-14,Chattogram,Business Buyer,22.0,5,,Paid Search,0.674
C000455,2022-11-27,Dhaka,Business Buyer,31.0,2,Low,Organic,0.621
C000456,2022-08-03,Rajshahi,Business Buyer,27.0,6,Mid,Referral,0.678
C000457,2022-01-19,Khulna,End-User,40.0,4,Mid,Facebook,0.444
C000458,2024-08-04,Khulna,End-User,31.0,5,Upper-Mid,Facebook,0.643
C000459,2024-06-11,Rangpur,Renter-to-Owner,33.0,3,Mid,Marketplace,0.586
C000460,2024-05-15,Chattogram,Renter-to-Owner,32.0,7,Mid,Organic,0.509
C000461,2022-03-03,Rajshahi,Business Buyer,21.0,6,Lower-Mid,Referral,0.66
C000462,2023-01-08,Chattogram,End-User,47.0,4,Mid,Organic,0.745
C000463,2024-11-01,Dhaka,Investor,40.0,5,Low,Referral,0.694
C000464,2023-09-09,Chattogram,Business Buyer,27.0,3,High,Facebook,0.715
C000465,2022-05-17,Mymensingh,Renter-to-Owner,36.0,2,Mid,Broker Network,0.688
C000466,2022-05-31,Khulna,End-User,43.0,5,Upper-Mid,Broker Network,0.739
C000467,2022-10-08,Dhaka,Renter-to-Owner,35.0,3,Upper-Mid,Organic,0.612
C000468,2024-11-02,Sylhet,Investor,48.0,5,Lower-Mid,Paid Search,0.627
C000469,2022-06-30,Mymensingh,End-User,60.0,5,,Paid Search,0.554
C000470,2024-08-20,Rangpur,End-User,33.0,4,Lower-Mid,Referral,0.408
C000471,2023-12-24,Khulna,End-User,29.0,4,Lower-Mid,Paid Search,0.428
C000472,2024-09-09,Chattogram,End-User,25.0,5,Low,Facebook,0.333
C000473,2024-05-30,Rajshahi,End-User,18.0,4,Upper-Mid,Facebook,0.567
C000474,2022-12-21,Barishal,End-User,45.0,3,Mid,Facebook,0.63
C000475,2024-06-01,Rangpur,End-User,31.0,2,Mid,Paid Search,0.638
C000476,2022-06-30,Barishal,End-User,42.0,5,Mid,Marketplace,0.506
C000477,2022-11-07,Chattogram,End-User,44.0,4,Low,Marketplace,0.279
C000478,2022-08-14,Dhaka,Renter-to-Owner,24.0,7,Lower-Mid,Paid Search,0.622
C000479,2022-05-22,Khulna,End-User,26.0,4,Lower-Mid,Marketplace,0.502
C000480,2022-04-06,Dhaka,End-User,50.0,4,Upper-Mid,Broker Network,0.659
C000481,2022-07-19,Dhaka,Investor,33.0,4,Mid,Paid Search,0.792
C000482,2022-05-09,Khulna,Renter-to-Owner,28.0,5,Low,Facebook,0.472
C000483,2023-02-10,Rajshahi,Renter-to-Owner,25.0,2,Mid,Paid Search,0.54
C000484,2022-03-18,Rangpur,Business Buyer,33.0,4,Mid,Broker Network,0.662
C000485,2022-03-07,Barishal,Business Buyer,48.0,5,Low,Email,0.52
C000486,2024-11-21,Rangpur,End-User,40.0,3,Low,Referral,0.295
C000487,2022-04-04,Barishal,Renter-to-Owner,36.0,5,Low,Referral,0.493
C000488,2022-03-20,Sylhet,End-User,48.0,4,Upper-Mid,Broker Network,0.597
C000489,2022-02-02,Dhaka,Renter-to-Owner,47.0,4,Upper-Mid,Facebook,0.684
C000490,2022-05-22,Rajshahi,Business Buyer,37.0,5,Mid,Facebook,0.56
C000491,2023-07-17,Dhaka,Renter-to-Owner,59.0,3,Low,Facebook,0.454
C000492,2024-05-31,Dhaka,End-User,32.0,2,Lower-Mid,Broker Network,0.508
C000493,2024-02-23,Dhaka,End-User,44.0,3,Lower-Mid,Referral,0.522
C000494,2023-09-11,Rangpur,End-User,,3,Lower-Mid,Organic,0.548
C000495,2022-04-01,Sylhet,End-User,42.0,1,Mid,Organic,0.647
C000496,2024-04-05,Mymensingh,Renter-to-Owner,32.0,4,Low,Facebook,0.401
C000497,2022-02-09,Mymensingh,Renter-to-Owner,38.0,4,Low,Referral,0.523
C000498,2023-11-04,Rangpur,End-User,56.0,5,Mid,Paid Search,0.486
C000499,2023-03-13,Dhaka,Renter-to-Owner,43.0,2,Lower-Mid,Paid Search,0.465
C000500,2024-07-29,Rangpur,End-User,38.0,4,Mid,Email,0.686
C000501,2022-11-24,Rangpur,End-User,27.0,5,Mid,Email,0.544
C000502,2023-11-12,Rangpur,End-User,36.0,3,Mid,Facebook,0.519
C000503,2023-04-15,Dhaka,End-User,25.0,4,High,Broker Network,0.734
C000504,2023-07-11,Dhaka,Renter-to-Owner,42.0,6,Mid,Facebook,0.62
C000505,2024-09-27,Mymensingh,Renter-to-Owner,42.0,1,Mid,Referral,0.646
C000506,2024-01-30,Dhaka,Renter-to-Owner,32.0,4,Mid,Paid Search,0.574
C000507,2023-03-18,Chattogram,End-User,49.0,5,Upper-Mid,Facebook,0.675
C000508,2023-04-22,Chattogram,End-User,48.0,3,Lower-Mid,Referral,0.411
C000509,2024-01-22,Dhaka,End-User,35.0,6,Lower-Mid,Facebook,0.445
C000510,2023-01-04,Dhaka,End-User,39.0,5,Lower-Mid,Broker Network,0.424
C000511,2022-06-28,Mymensingh,End-User,29.0,6,Mid,Paid Search,0.379
C000512,2023-05-14,Rangpur,End-User,32.0,4,Lower-Mid,Organic,0.504
C000513,2022-03-14,Mymensingh,Business Buyer,24.0,6,High,Marketplace,0.728
C000514,2022-06-30,Dhaka,End-User,30.0,4,Mid,Paid Search,0.433
C000515,2023-03-25,Dhaka,Renter-to-Owner,33.0,2,,Paid Search,0.728
C000516,2024-04-29,Chattogram,End-User,19.0,3,Mid,Facebook,0.563
C000517,2024-04-12,Chattogram,End-User,39.0,5,Upper-Mid,Paid Search,0.665
C000518,2022-10-05,Dhaka,Renter-to-Owner,43.0,5,Upper-Mid,Broker Network,0.726
C000519,2023-03-26,Barishal,Renter-to-Owner,34.0,3,Mid,Paid Search,0.514
C000520,2022-06-13,Mymensingh,Renter-to-Owner,18.0,6,Low,Marketplace,0.417
C000521,2024-03-16,Khulna,Renter-to-Owner,32.0,3,Upper-Mid,Paid Search,0.662
C000522,2022-09-20,Chattogram,End-User,21.0,4,Upper-Mid,Paid Search,0.466
C000523,2024-05-02,Chattogram,Business Buyer,29.0,4,Upper-Mid,Facebook,0.873
C000524,2024-06-16,Dhaka,Business Buyer,47.0,2,Mid,Organic,0.723
C000525,2024-01-05,Dhaka,End-User,18.0,4,Low,Organic,0.363
C000526,2022-12-18,Khulna,Investor,27.0,7,High,Paid Search,0.91
C000527,2024-10-12,Chattogram,End-User,41.0,3,Low,Organic,0.32
C000528,2024-01-02,Khulna,Renter-to-Owner,28.0,5,Low,Broker Network,0.405
C000529,2023-11-20,Rangpur,Business Buyer,27.0,2,Mid,Email,0.813
C000530,2024-07-01,Dhaka,Renter-to-Owner,52.0,2,Lower-Mid,Facebook,0.458
C000531,2024-07-28,Dhaka,End-User,37.0,2,Mid,Facebook,0.519
C000532,2022-03-24,Dhaka,Investor,42.0,5,Mid,Referral,0.828
C000533,2024-07-28,Dhaka,End-User,38.0,3,Low,Organic,0.416
C000534,2024-03-26,Khulna,End-User,35.0,5,Mid,Facebook,0.477
C000535,2022-08-09,Barishal,Investor,45.0,3,,Marketplace,0.95
C000536,2022-11-24,Rangpur,Investor,51.0,4,Upper-Mid,Organic,0.821
C000537,2024-03-13,Rajshahi,Investor,19.0,4,Low,Organic,0.558
C000538,2022-08-19,Chattogram,End-User,34.0,2,Lower-Mid,Paid Search,0.489
C000539,2023-04-28,Dhaka,Renter-to-Owner,34.0,4,Low,Facebook,0.317
C000540,2024-01-05,Chattogram,End-User,30.0,4,Mid,Email,0.642
C000541,2023-11-25,Chattogram,End-User,43.0,5,Mid,Paid Search,0.524
C000542,2024-08-27,Rangpur,End-User,36.0,2,Mid,Paid Search,0.55
C000543,2022-04-29,Khulna,Business Buyer,51.0,3,Lower-Mid,Paid Search,0.604
C000544,2022-11-11,Dhaka,Renter-to-Owner,44.0,5,Upper-Mid,Email,0.683
C000545,2024-11-15,Dhaka,End-User,46.0,6,Upper-Mid,Facebook,0.673
C000546,2023-08-30,Dhaka,Renter-to-Owner,23.0,3,Mid,Paid Search,0.662
C000547,2022-09-23,Mymensingh,Renter-to-Owner,27.0,2,Low,Organic,0.541
C000548,2022-11-05,Dhaka,End-User,27.0,3,Lower-Mid,Organic,0.389
C000549,2022-12-28,Dhaka,End-User,46.0,2,Upper-Mid,Marketplace,0.582
C000550,2023-08-14,Dhaka,End-User,25.0,4,Mid,Facebook,0.511
C000551,2022-10-31,Barishal,End-User,26.0,2,Mid,Organic,0.739
C000552,2023-10-25,Khulna,End-User,24.0,5,Lower-Mid,Marketplace,0.327
C000553,2023-04-20,Rajshahi,End-User,59.0,4,Lower-Mid,Marketplace,0.389
C000554,2023-10-13,Chattogram,End-User,33.0,5,Low,Paid Search,0.457
C000555,2022-06-15,Dhaka,End-User,39.0,1,Lower-Mid,Paid Search,0.375
C000556,2023-10-27,Rangpur,End-User,24.0,1,Low,Marketplace,0.307
C000557,2024-09-12,Dhaka,End-User,43.0,5,Mid,Organic,0.734
C000558,2022-05-24,Dhaka,Investor,18.0,3,Lower-Mid,Paid Search,0.679
C000559,2022-12-16,Khulna,End-User,25.0,2,Upper-Mid,Facebook,0.669
C000560,2024-01-10,Dhaka,End-User,27.0,3,Lower-Mid,Broker Network,0.548
C000561,2023-10-21,Dhaka,Renter-to-Owner,36.0,4,Lower-Mid,Paid Search,0.529
C000562,2023-12-21,Barishal,End-User,27.0,3,Low,Paid Search,0.377
C000563,2023-08-20,Khulna,Investor,48.0,4,Lower-Mid,Broker Network,0.761
C000564,2023-12-29,Dhaka,Investor,39.0,4,Mid,Email,0.692
C000565,2023-10-12,Chattogram,End-User,28.0,4,Mid,Organic,0.739
C000566,2022-03-20,Sylhet,End-User,43.0,5,Mid,Organic,0.557
C000567,2024-03-11,Dhaka,End-User,30.0,4,Upper-Mid,Referral,0.782
C000568,2023-04-22,Dhaka,End-User,29.0,4,Lower-Mid,Paid Search,0.49
C000569,2022-02-24,Rajshahi,Business Buyer,42.0,5,Lower-Mid,Referral,0.616
C000570,2023-03-13,Rajshahi,End-User,18.0,4,Low,Organic,0.469
C000571,2023-04-09,Mymensingh,Investor,41.0,3,Lower-Mid,Broker Network,0.7
C000572,2022-04-03,Chattogram,End-User,28.0,4,Lower-Mid,Paid Search,0.309
C000573,2024-11-27,Dhaka,Renter-to-Owner,28.0,4,Mid,Paid Search,0.603
C000574,2022-08-26,Khulna,End-User,52.0,3,Upper-Mid,Organic,0.58
C000575,2022-12-19,Rajshahi,Business Buyer,29.0,3,Lower-Mid,Organic,0.681
C000576,2023-04-16,Dhaka,End-User,43.0,2,Lower-Mid,Facebook,0.419
C000577,2024-06-06,Khulna,Investor,37.0,1,Upper-Mid,Facebook,0.87
C000578,2024-03-02,Dhaka,End-User,37.0,3,Upper-Mid,Email,0.584
C000579,2024-04-01,Rangpur,Business Buyer,32.0,4,,Referral,0.646
C000580,2022-09-10,Rangpur,Business Buyer,31.0,2,Lower-Mid,Facebook,0.474
C000581,2024-06-20,Chattogram,Renter-to-Owner,48.0,5,,Broker Network,0.722
C000582,2024-06-03,Mymensingh,End-User,42.0,2,Mid,Organic,0.842
C000583,2023-05-10,Mymensingh,Renter-to-Owner,30.0,5,Low,Broker Network,0.64
C000584,2023-08-05,Dhaka,End-User,25.0,4,Mid,Facebook,0.397
C000585,2022-02-09,Chattogram,End-User,29.0,7,Low,Paid Search,0.26
C000586,2024-03-21,Rajshahi,End-User,43.0,4,Mid,Referral,0.535
C000587,2024-10-21,Dhaka,Business Buyer,45.0,2,Mid,Marketplace,0.722
C000588,2023-05-19,Chattogram,End-User,39.0,5,Low,Paid Search,0.539
C000589,2023-07-31,Dhaka,End-User,19.0,6,Lower-Mid,Referral,0.602
C000590,2023-06-17,Mymensingh,End-User,41.0,1,Low,Facebook,0.365
C000591,2022-03-30,Chattogram,End-User,46.0,5,Upper-Mid,Paid Search,0.546
C000592,2023-10-23,Barishal,Investor,36.0,5,Upper-Mid,Paid Search,0.797
C000593,2024-02-09,Chattogram,Renter-to-Owner,52.0,3,Lower-Mid,Paid Search,0.527
C000594,2024-09-16,Dhaka,Investor,22.0,1,,Paid Search,0.641
C000595,2024-09-18,Rangpur,End-User,40.0,3,Upper-Mid,Broker Network,0.62
C000596,2023-06-09,Dhaka,End-User,25.0,3,Upper-Mid,Paid Search,0.652
C000597,2024-10-19,Dhaka,End-User,44.0,6,Upper-Mid,Facebook,0.622
C000598,2023-07-18,Chattogram,End-User,40.0,4,Lower-Mid,Organic,0.518
C000599,2023-11-16,Sylhet,End-User,50.0,3,Low,Organic,0.398
C000600,2023-10-04,Chattogram,End-User,38.0,3,High,Facebook,0.69
C000601,2024-11-30,Dhaka,End-User,,4,Mid,Facebook,0.512
C000602,2024-02-26,Chattogram,Business Buyer,30.0,4,Lower-Mid,Facebook,0.497
C000603,2022-05-08,Dhaka,End-User,32.0,3,Mid,Referral,0.691
C000604,2022-03-18,Dhaka,End-User,29.0,4,Mid,Referral,0.746
C000605,2023-03-13,Khulna,Business Buyer,46.0,3,,Organic,0.574
C000606,2023-07-04,Dhaka,End-User,45.0,1,High,Organic,0.756
C000607,2023-12-14,Dhaka,Renter-to-Owner,21.0,5,Mid,Paid Search,0.671
C000608,2023-05-29,Rajshahi,Business Buyer,34.0,4,Low,Facebook,0.495
C000609,2023-07-03,Sylhet,Renter-to-Owner,35.0,4,Low,Organic,0.591
C000610,2024-09-09,Dhaka,End-User,27.0,3,Mid,Facebook,0.529
C000611,2022-12-23,Chattogram,Renter-to-Owner,38.0,4,Mid,Organic,0.717
C000612,2023-06-11,Dhaka,End-User,47.0,5,Low,Facebook,0.489
C000613,2023-08-18,Mymensingh,End-User,42.0,3,Mid,Paid Search,0.641
C000614,2023-05-15,Dhaka,Business Buyer,46.0,5,Lower-Mid,Marketplace,0.557
C000615,2024-10-29,Dhaka,End-User,28.0,2,Lower-Mid,Email,0.557
C000616,2024-10-22,Chattogram,Renter-to-Owner,34.0,4,High,Marketplace,0.675
C000617,2023-07-01,Dhaka,End-User,27.0,4,Lower-Mid,Referral,0.514
C000618,2023-04-26,Dhaka,Investor,36.0,5,Upper-Mid,Marketplace,0.877
C000619,2023-09-20,Dhaka,End-User,37.0,3,Lower-Mid,Organic,0.632
C000620,2022-07-12,Rajshahi,Renter-to-Owner,43.0,3,Low,Facebook,0.36
C000621,2023-03-31,Rajshahi,End-User,46.0,2,Low,Broker Network,0.408
C000622,2022-08-20,Rajshahi,Renter-to-Owner,40.0,3,High,Facebook,0.75
C000623,2022-06-03,Barishal,End-User,26.0,4,Low,Organic,0.423
C000624,2022-04-12,Chattogram,Business Buyer,22.0,1,Lower-Mid,Referral,0.563
C000625,2023-09-18,Mymensingh,End-User,39.0,3,Lower-Mid,Marketplace,0.48
C000626,2022-01-01,Sylhet,Renter-to-Owner,48.0,4,,Facebook,0.488
C000627,2023-11-20,Barishal,End-User,34.0,4,Lower-Mid,Paid Search,0.541
C000628,2023-04-06,Sylhet,End-User,20.0,4,Low,Organic,0.538
C000629,2023-01-26,Chattogram,Business Buyer,53.0,2,Mid,Organic,0.679
C000630,2024-03-31,Dhaka,Investor,38.0,4,Upper-Mid,Broker Network,0.758
C000631,2023-07-29,Chattogram,End-User,36.0,4,Upper-Mid,Facebook,0.597
C000632,2024-02-21,Dhaka,Renter-to-Owner,23.0,3,,Organic,0.788
C000633,2024-01-27,Chattogram,Renter-to-Owner,34.0,4,Lower-Mid,Email,0.523
C000634,2022-02-04,Dhaka,Renter-to-Owner,40.0,3,Low,Facebook,0.427
C000635,2022-08-18,Dhaka,Renter-to-Owner,39.0,3,Low,Broker Network,0.406
C000636,2023-08-31,Mymensingh,Business Buyer,28.0,2,Upper-Mid,Broker Network,0.923
C000637,2024-11-05,Sylhet,End-User,33.0,5,,Broker Network,0.529
C000638,2022-06-14,Khulna,End-User,28.0,2,Mid,Marketplace,0.605
C000639,2022-04-23,Chattogram,Renter-to-Owner,49.0,4,Mid,Email,0.559
C000640,2024-09-30,Khulna,Renter-to-Owner,42.0,6,Lower-Mid,Organic,0.585
C000641,2024-10-27,Rangpur,Investor,29.0,5,Mid,Paid Search,0.776
C000642,2022-06-28,Rajshahi,End-User,23.0,4,Lower-Mid,Marketplace,0.451
C000643,2023-03-05,Rajshahi,End-User,37.0,4,Lower-Mid,Referral,0.51
C000644,2023-10-30,Chattogram,Renter-to-Owner,30.0,4,Lower-Mid,Facebook,0.461
C000645,2022-07-28,Chattogram,End-User,30.0,3,Low,Email,0.357
C000646,2022-12-14,Sylhet,Renter-to-Owner,24.0,3,Lower-Mid,Referral,0.546
C000647,2023-02-26,Mymensingh,Renter-to-Owner,25.0,4,High,Paid Search,0.797
C000648,2023-11-15,Chattogram,End-User,35.0,4,High,Paid Search,0.847
C000649,2022-11-25,Chattogram,End-User,32.0,5,Mid,Email,0.589
C000650,2023-03-16,Chattogram,End-User,56.0,5,Upper-Mid,Email,0.688
C000651,2022-11-05,Chattogram,End-User,39.0,3,Low,Marketplace,0.447
C000652,2024-03-20,Mymensingh,End-User,24.0,4,,Broker Network,0.374
C000653,2022-06-13,Sylhet,End-User,20.0,1,Low,Organic,0.286
