property_id,city,neighborhood_code,property_type,size_sqm,bedrooms,bathrooms,year_built,location_score,amenities_count,list_price,has_parking,near_transit,near_school
P000305,Mymensingh,N055,House,209.5,3,2,2019,0.551,12.0,26139445,True,False,True
P000306,Chattogram,N027,House,171.2,5,3,1998,0.71,5.0,19470630,True,True,True
P000307,Dhaka,N047,Apartment,74.9,2,2,2007,0.502,3.0,9896700,False,True,True
P000308,Barishal,N179,Apartment,142.0,2,1,2015,0.282,5.0,5468764,True,False,False
P000309,Dhaka,N015,House,213.7,2,4,2012,0.53,4.0,24101635,True,False,False
P000310,Dhaka,N055,Commercial,265.9,0,0,2008,0.653,1.0,27193430,True,True,True
P000311,Sylhet,N067,Apartment,107.6,3,3,2018,0.689,9.0,9446434,True,False,True
P000312,Barishal,N188,House,300.8,5,4,2010,0.799,8.0,23858951,True,False,True
P000313,Rajshahi,N193,Apartment,54.9,2,2,1999,0.832,6.0,5384813,True,False,True
P000314,Dhaka,N045,Apartment,94.9,1,2,2022,0.864,9.0,12868960,True,True,True
P000315,Dhaka,N204,House,70.0,5,2,2013,0.511,9.0,18676986,True,True,False
P000316,Chattogram,N079,Commercial,301.3,0,0,2017,0.635,12.0,39947837,True,False,False
P000317,Sylhet,N175,Apartment,89.0,2,2,2005,0.847,9.0,9351386,False,True,False
P000318,Dhaka,N001,Apartment,158.5,1,2,2006,0.495,5.0,17821894,False,True,False
P000319,Rangpur,N212,Apartment,114.5,2,3,2000,0.621,10.0,6720309,False,True,True
P000320,Mymensingh,N175,House,187.4,4,2,2017,0.624,4.0,11126162,True,False,True
P000321,Rangpur,N045,Apartment,103.0,3,2,2012,0.748,9.0,8660747,True,True,True
P000322,Chattogram,N193,Apartment,80.5,0,2,2024,0.22,12.0,12875740,True,True,True
P000323,Khulna,N201,House,184.7,3,2,2009,0.717,8.0,19237947,False,False,True
P000324,Khulna,N109,House,71.1,4,2,2006,0.425,9.0,9884458,True,False,True
P000325,Rajshahi,N026,Apartment,116.5,2,1,2006,0.759,4.0,8359001,True,True,True
P000326,Rangpur,N129,House,147.8,4,2,2020,0.418,11.0,11685974,False,True,False
P000327,Rangpur,N070,Land,78.4,0,0,2025,0.638,1.0,5501425,False,False,False
P000328,Chattogram,N036,Apartment,123.6,2,2,2011,0.356,12.0,9801952,True,False,False
P000329,Dhaka,N034,House,130.8,3,3,2019,0.555,12.0,22353788,False,True,False
P000330,Khulna,N082,Apartment,35.0,2,2,2010,,7.0,8237016,True,True,False
P000331,Dhaka,N194,Apartment,59.4,1,1,2011,0.611,7.0,10955519,True,True,False
P000332,Sylhet,N008,Apartment,93.1,3,1,2005,0.716,7.0,10050745,False,False,False
P000333,Sylhet,N128,Apartment,113.0,2,3,2015,0.668,11.0,8794867,False,True,True
P000334,Sylhet,N206,House,197.4,5,3,2009,0.594,3.0,13513836,True,False,False
P000335,Dhaka,N180,Apartment,92.2,1,2,2007,0.373,7.0,10894466,False,True,False
P000336,Sylhet,N188,Apartment,93.9,2,1,2023,0.645,9.0,9300330,False,False,False
P000337,Dhaka,N176,Land,84.3,0,0,2021,0.832,11.0,11736692,True,False,True
P000338,Chattogram,N189,Apartment,92.6,3,2,2024,0.75,5.0,7906270,True,True,True
P000339,Sylhet,N137,Apartment,94.5,2,2,2016,0.483,9.0,8792120,True,True,False
P000340,Chattogram,N048,House,199.4,4,2,2008,0.706,8.0,23855277,True,False,False
P000341,Rangpur,N099,Apartment,88.5,3,2,2017,0.587,10.0,8827065,False,False,False
P000342,Chattogram,N113,Apartment,129.9,2,2,2016,0.691,10.0,9844206,True,True,True
P000343,Rangpur,N003,Apartment,93.2,2,1,2007,0.813,6.0,6098346,True,False,True
P000344,Mymensingh,N069,Commercial,192.1,0,0,2025,0.663,15.0,22684136,True,False,False
P000345,Chattogram,N122,Apartment,87.1,2,2,2014,0.585,12.0,7574323,False,False,False
P000346,Dhaka,N045,Apartment,46.4,3,1,2015,0.804,5.0,11385337,True,True,True
P000347,Dhaka,N212,House,188.3,3,1,2015,0.733,5.0,22927347,True,False,False
P000348,Barishal,N054,Apartment,74.2,2,2,2018,0.778,10.0,7123481,True,True,True
P000349,Dhaka,N164,Apartment,98.4,2,2,2012,0.541,7.0,12242930,False,True,True
P000350,Rangpur,N187,Apartment,140.8,2,2,2024,0.431,7.0,6032124,True,True,False
P000351,Rajshahi,N192,House,143.0,4,2,2025,0.58,11.0,13442992,True,False,False
P000352,Barishal,N064,Commercial,100.3,0,0,1999,0.341,11.0,15631286,False,False,False
P000353,Barishal,N099,House,130.9,3,3,2012,0.551,6.0,8442924,True,True,False
P000354,Barishal,N163,House,170.1,3,2,2023,0.649,6.0,11822219,True,False,False
P000355,Dhaka,N023,Land,80.1,0,0,2018,0.893,2.0,10085364,True,True,True
P000356,Sylhet,N142,Apartment,122.2,2,1,2005,0.559,9.0,13219803,False,False,True
P000357,Sylhet,N205,House,71.3,2,2,2011,0.756,1.0,11354874,False,False,False
P000358,Rajshahi,N021,Commercial,120.8,0,0,2025,0.652,5.0,15100761,True,True,False
P000359,Rangpur,N060,House,116.0,3,3,2001,0.596,4.0,13557099,True,True,True
P000360,Khulna,N042,Apartment,120.3,3,1,2015,0.461,10.0,7473242,True,False,False
P000361,Khulna,N110,Commercial,121.2,0,0,2013,0.524,9.0,20098643,True,False,False
P000362,Khulna,N194,Apartment,120.9,3,2,2011,0.531,9.0,9770868,True,False,False
P000363,Sylhet,N191,Apartment,93.1,3,1,2011,0.567,4.0,8708118,True,False,False
P000364,Mymensingh,N064,House,212.4,2,2,2019,0.532,10.0,25267227,False,True,False
P000365,Rajshahi,N044,Apartment,95.8,2,3,2020,0.753,8.0,7339091,False,False,False
P000366,Chattogram,N044,Apartment,83.7,4,3,2017,0.645,5.0,8783741,False,True,True
P000367,Khulna,N186,Apartment,69.1,3,2,2019,0.879,7.0,7916663,False,False,False
P000368,Mymensingh,N098,Apartment,139.7,2,3,2013,0.473,12.0,11879594,False,True,False
P000369,Dhaka,N142,Apartment,94.7,4,1,2025,0.845,6.0,10580696,True,False,False
P000370,Rangpur,N211,Apartment,65.6,2,3,2020,0.435,9.0,7199202,False,False,True
P000371,Rangpur,N038,Apartment,132.5,2,3,2009,0.577,8.0,5442262,True,True,False
P000372,Chattogram,N118,Land,151.2,0,0,2018,0.629,5.0,10599313,False,True,False
P000373,Rangpur,N189,Apartment,122.9,4,1,2022,0.583,,6739180,True,False,True
P000374,Sylhet,N027,House,191.6,3,3,2016,0.788,8.0,18422234,True,True,False
P000375,Mymensingh,N024,Commercial,210.7,0,0,2006,0.632,8.0,20405184,False,False,True
P000376,Khulna,N042,Apartment,112.9,2,2,1999,0.884,7.0,10145830,True,False,True
P000377,Sylhet,N203,Commercial,209.5,0,0,2019,0.818,5.0,24913493,True,False,True
P000378,Chattogram,N003,House,81.4,3,2,2005,0.654,3.0,16267019,True,True,True
P000379,Chattogram,N166,Commercial,168.7,0,0,2007,0.825,10.0,24430481,False,False,False
P000380,Dhaka,N102,Apartment,111.8,2,2,2008,0.525,6.0,12553897,False,True,True
P000381,Khulna,N097,House,217.4,2,2,2006,0.605,8.0,18732002,False,False,True
P000382,Dhaka,N080,Apartment,162.8,2,2,2011,0.691,9.0,16650885,False,True,True
P000383,Mymensingh,N114,Land,60.0,0,0,2015,0.684,7.0,5647107,False,False,False
P000384,Chattogram,N118,Apartment,99.1,2,1,2008,0.762,13.0,12726991,False,False,True
P000385,Rajshahi,N134,Apartment,118.9,2,2,2007,0.482,4.0,9126983,False,False,False
P000386,Mymensingh,N040,Apartment,94.5,3,2,2011,0.679,7.0,9074887,True,False,True
P000387,Chattogram,N115,Apartment,77.3,2,1,2012,0.864,8.0,12249620,True,False,False
P000388,Dhaka,N034,Apartment,121.6,1,1,2016,0.827,9.0,24726705,False,True,True
P000389,Chattogram,N024,Apartment,72.2,4,1,2016,0.726,7.0,9527164,False,False,False
P000390,Mymensingh,N206,Apartment,105.4,1,2,2004,0.753,6.0,9536601,False,False,True
P000391,Mymensingh,N071,Apartment,76.5,3,2,2021,0.26,4.0,4594090,False,False,False
P000392,Sylhet,N127,Apartment,71.5,2,1,2003,0.332,7.0,6370458,True,False,True
P000393,Sylhet,N151,Apartment,99.1,3,1,2016,0.868,5.0,8578213,True,False,False
P000394,Khulna,N153,House,247.0,2,3,2013,0.711,9.0,21468317,True,False,True
P000395,Khulna,N036,Apartment,102.3,2,2,2025,0.661,4.0,8689020,False,True,True
P000396,Khulna,N100,House,137.6,1,1,2010,0.636,8.0,14212035,True,True,True
P000397,Chattogram,N128,Apartment,44.7,2,1,2014,0.66,12.0,10199312,False,True,True
P000398,Barishal,N085,Apartment,89.4,3,2,2015,0.682,11.0,7362829,False,True,True
P000399,Rangpur,N089,Apartment,55.5,2,1,2019,0.659,9.0,5169044,True,False,True
P000400,Rangpur,N002,Apartment,96.6,3,1,2023,0.556,7.0,6599214,True,False,False
P000401,Dhaka,N206,Apartment,94.9,2,1,2016,0.753,10.0,12876015,True,True,True
P000402,Dhaka,N070,Apartment,93.4,4,3,2025,0.749,12.0,18550853,False,True,True
P000403,Mymensingh,N091,Apartment,94.1,3,1,2012,0.525,5.0,7167421,False,False,True
P000404,Dhaka,N213,Apartment,109.1,3,4,2024,0.884,4.0,13069587,True,False,True
P000405,Chattogram,N192,Apartment,110.9,2,1,2016,0.575,5.0,10329288,True,True,True
P000406,Dhaka,N036,Apartment,104.5,4,3,2015,0.607,6.0,12577145,False,True,False
P000407,Dhaka,N096,Apartment,122.1,3,2,2004,0.649,7.0,11498757,False,True,True
P000408,Chattogram,N133,House,129.8,1,3,2019,0.449,12.0,17350298,False,False,True
P000409,Dhaka,N057,Apartment,66.9,2,2,2012,0.697,8.0,11639868,False,True,False
P000410,Khulna,N049,House,187.9,2,2,2014,0.554,6.0,17418278,False,False,True
P000411,Chattogram,N136,House,184.9,3,2,2014,0.76,11.0,18849603,False,False,False
P000412,Chattogram,N204,Apartment,70.9,3,2,2018,0.652,7.0,8718984,True,False,True
P000413,Barishal,N066,Apartment,107.2,3,2,2023,0.37,10.0,8835368,False,False,False
P000414,Chattogram,N020,Apartment,115.6,2,2,2012,0.6,5.0,9741868,False,True,True
P000415,Dhaka,N207,Apartment,73.8,3,2,2011,0.505,11.0,14194643,True,False,True
P000416,Sylhet,N095,Land,60.0,0,0,2016,0.768,6.0,6714359,False,True,True
P000417,Sylhet,N038,Land,303.5,0,0,2006,0.776,6.0,15660520,True,False,False
P000418,Khulna,N004,Apartment,92.2,1,2,2007,0.676,3.0,6783400,False,True,True
P000419,Dhaka,N165,House,176.6,4,4,2018,0.825,5.0,19935395,True,True,True
P000420,Mymensingh,N034,Land,239.3,0,0,2009,0.632,4.0,8959704,False,True,True
P000421,Chattogram,N176,Apartment,80.4,2,3,2020,0.709,,11449320,False,False,True
P000422,Chattogram,N194,Apartment,93.6,3,3,2013,0.575,5.0,11489782,True,False,False
P000423,Dhaka,N119,Apartment,120.7,3,1,2011,0.664,,10730358,True,False,True
P000424,Rajshahi,N026,Apartment,84.2,2,2,2023,0.731,9.0,7587819,False,True,False
P000425,Rajshahi,N102,Apartment,69.7,3,1,2009,,6.0,5626019,False,False,False
P000426,Rangpur,N177,Apartment,136.5,3,2,2014,,6.0,10857715,False,True,True
P000427,Rajshahi,N179,Apartment,114.4,1,3,2009,0.526,14.0,9119620,True,True,False
P000428,Dhaka,N039,Commercial,190.7,0,0,2014,0.62,6.0,33960701,True,False,False
P000429,Barishal,N122,Apartment,115.0,1,2,2019,0.783,10.0,9735181,False,True,False
P000430,Dhaka,N034,Apartment,80.3,2,2,2015,0.798,5.0,8178025,True,False,False
P000431,Rangpur,N013,House,100.6,1,4,2014,0.659,8.0,11702974,True,True,True
P000432,Dhaka,N201,House,137.3,4,2,2013,0.572,9.0,22030615,True,True,True
P000433,Chattogram,N143,Apartment,44.7,3,2,2016,0.67,3.0,6072315,False,True,True
P000434,Mymensingh,N102,Apartment,79.0,4,2,2018,0.573,4.0,9337658,True,False,False
P000435,Barishal,N047,Apartment,70.4,2,1,2017,0.437,11.0,8685202,True,False,True
P000436,Chattogram,N069,Apartment,76.4,3,3,2015,0.749,7.0,10742516,False,True,True
P000437,Sylhet,N026,Land,60.0,0,0,2009,0.688,7.0,6323431,False,False,False
P000438,Dhaka,N205,Commercial,190.0,0,0,2013,0.42,11.0,43722570,False,True,False
P000439,Dhaka,N075,Apartment,38.0,2,1,2010,0.691,11.0,13790394,False,False,True
P000440,Chattogram,N175,Apartment,91.4,2,2,2017,0.919,,10815211,True,True,False
P000441,Mymensingh,N212,Apartment,35.0,4,1,2012,0.654,8.0,6210107,True,True,False
P000442,Khulna,N128,Land,334.6,0,0,2012,,6.0,16111710,False,True,False
P000443,Dhaka,N151,House,189.5,4,3,2025,0.772,6.0,23987880,True,True,True
P000444,Khulna,N060,House,162.4,1,2,2013,0.7,5.0,23176340,True,False,True
P000445,Rangpur,N021,Land,266.2,0,0,2000,0.59,6.0,10949790,True,False,True
P000446,Khulna,N203,Apartment,110.3,2,1,2025,0.491,13.0,8615504,False,False,False
P000447,Dhaka,N154,Land,384.5,0,0,2014,0.582,6.0,49580678,False,False,True
P000448,Mymensingh,N095,Land,302.1,0,0,2011,0.779,1.0,9524449,False,False,False
P000449,Mymensingh,N213,House,78.2,4,2,2011,0.586,6.0,12082423,True,False,True
P000450,Chattogram,N025,Apartment,89.1,2,2,2011,0.595,3.0,7979652,False,True,True
P000451,Rangpur,N149,Land,99.1,0,0,2024,0.89,8.0,6395772,False,True,True
P000452,Chattogram,N203,Apartment,35.0,2,2,2009,0.95,7.0,9874541,True,False,False
P000453,Dhaka,N163,Apartment,93.3,0,2,2009,0.75,13.0,16314605,False,True,True
P000454,Chattogram,N142,Apartment,113.5,1,2,2013,0.422,10.0,10950469,False,False,True
P000455,Rangpur,N218,Apartment,105.1,3,2,2002,0.604,2.0,6420306,True,False,True
P000456,Barishal,N198,House,117.9,4,2,2011,0.471,4.0,11642147,True,True,True
P000457,Mymensingh,N170,Apartment,54.9,1,2,2022,0.444,7.0,7287402,True,True,True
P000458,Barishal,N106,House,70.0,4,2,2016,0.82,8.0,19981607,True,False,False
P000459,Barishal,N202,Apartment,70.8,5,2,2018,,10.0,8023294,False,False,True
P000460,Rangpur,N157,Apartment,134.8,3,2,2009,0.519,9.0,7877174,True,False,True
P000461,Dhaka,N169,Apartment,111.9,1,2,2001,0.691,9.0,13289345,False,True,True
P000462,Sylhet,N015,Apartment,102.5,2,2,2019,0.452,6.0,9028658,False,True,False
P000463,Dhaka,N052,Land,89.4,0,0,2006,0.633,6.0,9527912,True,True,True
P000464,Khulna,N062,Apartment,68.4,2,2,2002,0.458,9.0,5987413,False,False,True
P000465,Chattogram,N166,Apartment,72.1,3,1,2008,0.483,9.0,7315733,True,False,True
P000466,Barishal,N094,House,121.2,4,3,2009,0.601,8.0,11729208,True,False,True
P000467,Mymensingh,N006,Apartment,69.9,2,2,2005,,5.0,4910311,True,False,False
P000468,Dhaka,N028,House,78.4,4,3,2014,0.517,,18402199,True,True,True
P000469,Mymensingh,N086,Apartment,97.8,2,2,2025,0.426,10.0,6122892,True,True,True
P000470,Sylhet,N201,Apartment,95.0,2,2,2014,0.429,6.0,8577489,True,False,False
P000471,Rajshahi,N144,House,175.3,4,1,2009,0.427,,17338626,True,True,False
P000472,Sylhet,N121,Apartment,147.3,1,1,2014,0.599,5.0,9226124,True,True,False
P000473,Dhaka,N078,Apartment,99.0,3,2,2021,0.758,8.0,9969296,False,False,False
P000474,Dhaka,N056,Apartment,108.9,1,1,1997,0.648,9.0,20049108,False,True,True
P000475,Dhaka,N049,Apartment,86.5,2,1,2011,0.908,10.0,15507212,True,False,False
P000476,Chattogram,N128,Commercial,193.2,0,0,2016,0.87,6.0,34921468,True,False,False
P000477,Chattogram,N199,Land,133.2,0,0,2017,0.397,1.0,5621817,False,True,False
P000478,Dhaka,N003,House,151.4,3,1,2010,0.734,11.0,36215596,True,True,True
P000479,Barishal,N033,House,236.3,3,1,2003,0.349,10.0,10736232,True,True,False
P000480,Khulna,N173,Land,277.7,0,0,2016,0.634,2.0,7486998,False,False,True
P000481,Rajshahi,N024,Apartment,48.0,2,2,2008,0.771,9.0,8880970,True,True,False
P000482,Dhaka,N093,Apartment,153.1,1,1,1993,0.771,8.0,14280835,True,False,True
P000483,Khulna,N108,Apartment,80.1,2,1,2015,0.49,11.0,9184710,True,False,True
P000484,Rangpur,N039,Land,60.0,0,0,2016,0.791,10.0,6596011,True,False,False
P000485,Rangpur,N208,House,155.6,4,3,2012,0.5,9.0,14745221,False,False,False
P000486,Sylhet,N180,House,220.4,4,2,2025,0.651,6.0,23273562,True,True,False
P000487,Rajshahi,N014,Apartment,73.3,2,2,2018,0.474,2.0,4392589,False,False,False
P000488,Mymensingh,N129,House,131.1,3,2,2015,0.665,8.0,18890440,False,False,True
P000489,Dhaka,N148,Apartment,81.0,3,2,2025,0.673,5.0,11262964,False,True,True
P000490,Dhaka,N022,Apartment,67.6,2,2,2025,,3.0,10261101,False,True,False
P000491,Sylhet,N127,Apartment,120.7,3,2,2021,0.557,15.0,15675833,True,True,True
P000492,Chattogram,N092,Apartment,92.4,2,2,2010,,6.0,10975941,False,False,True
P000493,Dhaka,N059,Apartment,99.1,2,1,2017,0.907,,25028982,True,True,False
P000494,Mymensingh,N179,Apartment,97.5,3,3,2020,0.558,10.0,5713732,False,True,True
P000495,Dhaka,N001,Apartment,80.3,1,2,1995,0.883,9.0,20133985,False,False,True
P000496,Barishal,N058,Apartment,75.2,2,3,2005,0.535,1.0,4823740,True,False,True
P000497,Chattogram,N023,Apartment,53.5,2,1,2018,0.95,12.0,9341082,False,True,False
P000498,Chattogram,N141,Apartment,115.2,2,1,2013,0.556,8.0,18599694,False,True,False
P000499,Chattogram,N206,Apartment,90.9,3,2,2018,0.679,9.0,8832204,True,True,False
P000500,Chattogram,N016,Apartment,129.3,2,2,2019,0.477,6.0,8840771,False,False,False
P000501,Dhaka,N126,Apartment,105.6,2,2,2007,0.685,5.0,15440226,True,True,True
P000502,Sylhet,N019,Land,256.5,0,0,2012,0.715,5.0,13539606,False,False,True
P000503,Khulna,N116,Apartment,84.3,2,2,2015,0.95,6.0,8348094,True,False,True
P000504,Chattogram,N115,Apartment,67.8,3,2,2021,0.562,6.0,6876168,False,False,True
P000505,Khulna,N017,House,78.9,3,2,2021,0.273,10.0,9257314,False,True,False
P000506,Chattogram,N115,Commercial,147.4,0,0,2001,0.856,7.0,25144477,True,False,False
P000507,Dhaka,N160,Commercial,179.1,0,0,1997,,9.0,29295716,True,True,False
P000508,Dhaka,N004,Apartment,107.8,1,3,2009,0.934,6.0,13679209,False,False,False
P000509,Barishal,N058,Apartment,114.8,1,1,2023,0.44,9.0,9553642,False,False,False
P000510,Sylhet,N214,House,185.9,4,3,2010,0.942,7.0,22559791,False,True,False
P000511,Dhaka,N126,Land,212.4,0,0,2025,0.625,5.0,16827466,False,False,False
P000512,Dhaka,N100,House,70.0,3,3,2004,0.689,3.0,13944625,False,False,True
P000513,Khulna,N157,Apartment,100.4,2,3,2006,0.637,9.0,7339235,False,True,True
P000514,Rajshahi,N046,Apartment,75.3,4,2,2009,,5.0,7900891,True,False,False
P000515,Rajshahi,N139,Apartment,115.2,1,1,2006,0.564,9.0,7401163,True,False,False
P000516,Dhaka,N211,Apartment,50.0,3,1,2007,0.447,4.0,6807314,True,False,True
P000517,Sylhet,N187,Apartment,99.9,2,2,2016,0.719,6.0,9337368,True,True,True
P000518,Dhaka,N205,Land,471.0,0,0,2014,0.647,1.0,21941551,False,False,False
P000519,Khulna,N199,House,142.4,2,2,2006,0.194,4.0,8691747,True,True,True
P000520,Dhaka,N190,Apartment,135.5,3,2,2015,0.659,7.0,12394082,True,True,True
P000521,Chattogram,N149,House,189.2,2,2,2009,0.716,10.0,19699946,True,False,False
P000522,Khulna,N013,Apartment,100.8,5,2,2020,0.67,12.0,10340427,False,False,False
P000523,Khulna,N194,Apartment,82.9,3,1,2016,0.894,10.0,8094367,True,False,True
P000524,Dhaka,N048,Apartment,83.8,2,1,2018,0.749,,17608735,False,False,True
P000525,Chattogram,N217,Land,362.5,0,0,2014,0.63,7.0,21291455,False,False,False
P000526,Khulna,N065,House,70.0,2,2,2013,0.598,5.0,10102573,True,True,True
P000527,Barishal,N182,Apartment,118.3,4,1,2015,,7.0,9293299,True,False,False
P000528,Dhaka,N183,Apartment,108.7,4,2,2025,0.571,6.0,16594375,True,True,True
P000529,Barishal,N118,Apartment,61.0,1,3,2010,0.551,11.0,8782019,True,False,False
P000530,Mymensingh,N199,Apartment,122.1,2,2,2019,0.737,7.0,11716414,False,False,True
P000531,Rajshahi,N214,Commercial,61.1,0,0,2019,0.653,11.0,16909564,False,False,False
P000532,Sylhet,N015,Commercial,160.7,0,0,2025,0.445,4.0,15826405,False,False,True
P000533,Barishal,N018,House,94.8,2,4,2024,0.659,11.0,17741858,False,False,False
P000534,Rangpur,N172,Apartment,161.5,4,1,2000,0.904,6.0,10230562,True,False,False
P000535,Dhaka,N198,Apartment,35.0,2,1,2011,0.706,7.0,10072707,False,True,True
P000536,Chattogram,N013,Apartment,46.9,1,1,1997,0.601,8.0,7874926,True,False,True
P000537,Khulna,N132,Apartment,45.8,2,2,2017,0.619,4.0,5102995,True,True,True
P000538,Chattogram,N040,Commercial,108.8,0,0,2016,0.639,8.0,21935201,True,False,False
P000539,Dhaka,N112,Apartment,40.6,1,2,2011,0.95,7.0,10119733,True,False,False
P000540,Mymensingh,N032,House,199.5,3,3,2016,0.76,10.0,17375646,True,False,True
P000541,Barishal,N121,Apartment,75.4,2,2,2020,0.285,6.0,6821190,True,False,False
P000542,Dhaka,N157,House,208.3,4,1,2010,,11.0,40080007,True,False,False
P000543,Dhaka,N127,Land,227.2,0,0,2006,0.644,7.0,18107268,True,True,False
P000544,Rajshahi,N057,Apartment,108.0,2,2,2009,0.658,6.0,6022663,False,False,True
P000545,Chattogram,N079,Apartment,135.7,4,1,2018,0.824,,21301022,True,False,True
P000546,Chattogram,N055,Apartment,93.7,1,1,2014,0.904,8.0,10725788,False,False,False
P000547,Rangpur,N174,Apartment,107.1,1,2,2021,0.686,5.0,7022365,False,False,True
P000548,Mymensingh,N108,Apartment,86.4,2,2,2003,0.626,7.0,7569426,True,False,True
P000549,Chattogram,N122,Land,141.6,0,0,2021,0.61,7.0,10732066,True,True,False
P000550,Rajshahi,N120,Apartment,137.1,1,3,2024,0.622,11.0,10122208,True,False,True
P000551,Chattogram,N003,Apartment,78.0,3,3,2025,0.95,11.0,11687113,False,True,False
P000552,Mymensingh,N017,House,91.3,5,1,2016,0.387,6.0,8185044,True,True,True
P000553,Chattogram,N042,Apartment,78.1,2,1,2015,0.642,10.0,9693688,False,True,True
P000554,Dhaka,N051,House,221.5,1,5,2020,0.839,11.0,22211691,True,True,False
P000555,Chattogram,N050,Apartment,88.3,4,2,2014,0.95,7.0,15704249,True,True,True
P000556,Chattogram,N090,Apartment,94.7,1,2,2007,0.95,6.0,18444151,False,False,True
P000557,Khulna,N040,Commercial,110.1,0,0,2002,0.675,,23600954,False,False,False
P000558,Dhaka,N175,Land,152.9,0,0,2008,0.849,9.0,17945999,True,False,False
P000559,Rajshahi,N068,Apartment,87.6,2,3,2025,0.782,9.0,9618217,False,False,True
P000560,Barishal,N017,House,197.9,3,2,2016,0.578,7.0,15934697,True,True,True
P000561,Dhaka,N157,House,127.9,4,3,2003,,8.0,25965644,True,True,False
P000562,Dhaka,N203,Apartment,78.4,1,1,2014,,4.0,10322475,True,True,False
P000563,Chattogram,N002,Apartment,93.8,2,1,2018,0.47,5.0,8010463,True,False,True
P000564,Khulna,N128,House,252.5,3,2,2022,0.734,9.0,14796332,True,False,True
P000565,Dhaka,N076,House,114.7,4,2,2008,,2.0,18117570,True,True,True
P000566,Khulna,N104,House,175.7,3,3,2013,0.777,5.0,15498878,True,True,False
P000567,Rajshahi,N192,Apartment,42.1,4,2,2001,0.683,11.0,6993078,True,False,True
P000568,Mymensingh,N162,House,149.8,3,2,2018,0.504,8.0,14810866,False,False,False
