listing_id,property_id,agent_id,listing_date,listing_channel,listed_price,sold_flag,days_on_market,close_date
L0000383,P001821,A00002,2024-11-30,Exclusive,9407281,False,115,
L0000384,P003324,A00067,2024-10-24,Open,24758716,True,82,2025-01-14
L0000385,P002023,A00224,2023-10-27,Partner,9770370,True,64,2023-12-30
L0000386,P003208,A00211,2022-01-14,Exclusive,4552075,True,48,2022-03-03
L0000387,P003581,A00199,2022-11-05,Open,8876116,False,74,
L0000388,P000502,A00286,2023-08-22,Exclusive,14683036,True,22,2023-09-13
L0000389,P001534,A00254,2024-09-20,Open,8055072,False,163,
L0000390,P000715,A00149,2022-03-07,Open,9601571,True,67,2022-05-13
L0000391,P002886,A00201,2023-11-10,Open,11101098,True,45,2023-12-25
L0000392,P000306,A00104,2024-09-06,Open,19250509,True,60,2024-11-05
L0000393,P000411,A00081,2024-11-13,Open,20592267,False,85,
L0000394,P004200,A00193,2022-05-29,Exclusive,11225161,False,122,
L0000395,P004455,A00085,2024-02-04,Exclusive,7961569,False,43,
L0000396,P001461,A00253,2023-11-17,Open,19984187,False,114,
L0000397,P001829,A00211,2022-10-04,Open,23751743,False,138,
L0000398,P003569,A00129,2023-04-22,Exclusive,5416376,True,49,2023-06-10
L0000399,P002500,A00040,2022-05-31,Open,11209344,True,54,2022-07-24
L0000400,P004445,A00052,2023-12-30,Open,12203571,False,181,
L0000401,P001066,A00285,2022-01-02,Exclusive,16134397,True,21,
L0000402,P001047,A00216,2022-10-12,Open,13457526,True,57,2022-12-08
L0000403,P004346,A00104,2023-12-10,Open,25242873,False,126,
L0000404,P002563,A00259,2023-06-05,Open,9866480,False,57,
L0000405,P000314,A00292,2024-05-28,Open,13120286,False,140,
L0000406,P000421,A00132,2024-04-01,Exclusive,10719806,True,28,2024-04-29
L0000407,P002909,A00065,2024-06-08,Open,11675493,False,82,
L0000408,P001325,A00063,2022-02-16,Exclusive,11860799,True,69,2022-04-26
L0000409,P003136,A00034,2022-01-25,Open,7298818,False,140,
L0000410,P001728,A00230,2024-08-05,Exclusive,11599688,True,19,2024-08-24
L0000411,P003197,A00063,2023-05-11,Exclusive,23400263,False,23,
L0000412,P002303,A00246,2022-10-28,Exclusive,30599490,False,81,
L0000413,P002296,A00063,2023-09-17,Open,26780943,False,64,
L0000414,P001390,A00275,2023-07-08,Exclusive,13039421,False,7,
L0000415,P002922,A00271,2024-05-04,Partner,42752788,True,58,2024-07-01
L0000416,P002326,A00098,2023-10-29,Exclusive,13318350,True,10,2023-11-08
L0000417,P003653,A00261,2023-06-01,Partner,9534469,True,62,2023-08-02
L0000418,P001104,A00295,2022-09-04,Partner,10077456,True,39,2022-10-13
L0000419,P001426,A00227,2024-07-05,Open,10277071,True,56,2024-08-30
L0000420,P002772,A00253,2022-01-06,Partner,13164132,False,103,
L0000421,P000461,A00166,2024-05-04,Exclusive,13134509,False,149,
L0000422,P004368,A00250,2023-04-15,Open,6021685,False,81,
L0000423,P003515,A00170,2024-11-30,Exclusive,7229752,True,64,2025-02-02
L0000424,P002157,A00108,2024-09-24,Exclusive,14391161,False,168,
L0000425,P002728,A00155,2022-05-26,Open,23496709,False,114,
L0000426,P002407,A00286,2023-03-16,Open,9608835,True,23,2023-04-08
L0000427,P002211,A00028,2023-01-26,Exclusive,12551152,True,64,2023-03-31
L0000428,P002385,A00183,2024-02-23,Exclusive,32638385,False,7,
L0000429,P001092,A00258,2024-07-04,Exclusive,8670949,False,95,
L0000430,P001299,A00004,2024-03-02,Open,7336989,False,117,
L0000431,P000650,A00148,2024-11-28,Open,10863259,False,155,
L0000432,P002805,A00227,2024-09-07,Open,16591434,True,43,2024-10-20
L0000433,P003140,A00120,2024-10-18,Open,26628966,True,30,2024-11-17
L0000434,P000907,A00130,2024-06-07,Open,22523825,False,135,
L0000435,P002534,A00161,2022-03-30,Exclusive,7365269,True,88,2022-06-26
L0000436,P002597,A00089,2023-04-30,Partner,14782942,False,64,
L0000437,P000446,A00160,2024-12-02,Exclusive,8863434,True,75,2025-02-15
L0000438,P004143,A00272,2023-01-15,Open,7831994,False,77,
L0000439,P003242,A00037,2023-07-07,Partner,15206746,True,46,2023-08-22
L0000440,P001290,A00126,2024-04-25,Open,15251056,True,60,2024-06-24
L0000441,P004349,A00025,2022-05-25,Exclusive,6895777,True,69,2022-08-02
L0000442,P001039,A00277,2022-09-29,Open,10227336,False,126,
L0000443,P000085,A00081,2022-03-14,Open,14227826,True,21,2022-04-04
L0000444,P004048,A00241,2023-10-01,Open,11499654,True,9,2023-10-10
L0000445,P004330,A00296,2024-11-16,Exclusive,10267936,True,37,2024-12-23
L0000446,P000119,A00098,2022-03-04,Open,24230988,False,90,
L0000447,P001684,A00222,2023-07-10,Open,7306749,False,103,
L0000448,P002482,A00261,2022-07-24,Partner,14682830,True,67,2022-09-29
L0000449,P001300,A00148,2023-03-20,Partner,8987090,False,83,
L0000450,P001135,A00061,2022-12-16,Open,28165633,False,68,
L0000451,P000787,A00266,2024-03-20,Exclusive,15762520,False,40,
L0000452,P004499,A00238,2024-06-21,Exclusive,24971218,False,73,
L0000453,P000671,A00068,2022-05-12,Open,31687110,False,88,
L0000454,P002817,A00191,2022-02-08,Exclusive,4280328,True,57,2022-04-06
L0000455,P003382,A00124,2023-03-31,Open,10407212,False,57,
L0000456,P004466,A00109,2023-01-29,Exclusive,16319995,True,74,2023-04-13
L0000457,P004313,A00183,2023-01-29,Exclusive,4943850,False,97,
L0000458,P000613,A00268,2023-01-22,Open,21214709,False,158,
L0000459,P003366,A00279,2023-04-02,Open,18879079,True,52,2023-05-24
L0000460,P003519,A00115,2024-11-26,Exclusive,17541081,False,43,
L0000461,P001795,A00026,2024-05-22,Open,20318870,True,3,2024-05-25
L0000462,P001955,A00026,2023-06-30,Open,6122579,False,133,
L0000463,P001427,A00067,2023-10-09,Exclusive,7984334,True,72,2023-12-20
L0000464,P000548,A00013,2023-05-04,Exclusive,8027080,True,48,2023-06-21
L0000465,P001237,A00198,2024-01-19,Partner,8872062,False,82,
L0000466,P001808,A00022,2022-09-18,Exclusive,15817136,False,106,
L0000467,P003003,A00158,2024-03-01,Open,12475767,False,7,
L0000468,P002249,A00201,2023-04-08,Exclusive,7619309,True,18,2023-04-26
L0000469,P001247,A00031,2023-06-07,Exclusive,7341441,False,93,
L0000470,P001717,A00079,2023-01-12,Open,56108436,False,16,
L0000471,P003375,A00059,2024-01-15,Open,8543431,True,27,2024-02-11
L0000472,P002433,A00256,2024-11-08,Open,10149112,False,78,
L0000473,P004463,A00234,2024-11-08,Exclusive,9443059,False,7,
L0000474,P001274,A00002,2022-07-30,Partner,11420148,False,195,
L0000475,P004330,A00122,2023-01-18,Partner,10841117,True,48,2023-03-07
L0000476,P000864,A00141,2023-11-06,Exclusive,28681260,False,88,
L0000477,P004075,A00004,2023-08-04,Exclusive,12400913,False,90,
L0000478,P001021,A00030,2022-06-18,Exclusive,25378638,True,19,2022-07-07
L0000479,P003350,A00167,2024-11-03,Partner,7294963,False,33,
L0000480,P003224,A00164,2022-09-24,Exclusive,9559654,True,103,2023-01-05
L0000481,P003345,A00004,2024-05-21,Exclusive,5719350,False,90,
L0000482,P001664,A00232,2024-12-19,Exclusive,12770178,False,48,
L0000483,P004429,A00034,2022-12-31,Open,14968973,True,37,2023-02-06
L0000484,P001827,A00024,2022-12-09,Open,10325649,False,50,
L0000485,P002039,A00235,2022-05-23,Open,8214975,False,143,
L0000486,P001568,A00297,2023-09-04,Partner,8816705,True,19,2023-09-23
L0000487,P003386,A00271,2024-05-31,Partner,23119128,False,86,
L0000488,P000403,A00161,2022-11-10,Partner,7628162,True,56,2023-01-05
L0000489,P001758,A00139,2022-11-21,Exclusive,6337420,False,110,
L0000490,P004306,A00297,2022-03-10,Exclusive,13888042,True,47,2022-04-26
L0000491,P003206,A00198,2022-10-09,Open,13545067,False,120,
L0000492,P001432,A00235,2023-12-14,Exclusive,12904265,False,64,
L0000493,P001059,A00094,2024-01-24,Partner,13044085,False,52,
L0000494,P003329,A00141,2024-05-02,Open,31924066,True,50,2024-06-21
L0000495,P001481,A00002,2023-03-15,Exclusive,6446114,True,38,2023-04-22
L0000496,P001892,A00065,2023-11-04,Open,15213923,True,34,2023-12-08
L0000497,P002161,A00107,2024-12-05,Exclusive,11967819,True,37,2025-01-11
L0000498,P003972,A00090,2023-12-06,Open,8765440,False,235,
L0000499,P000644,A00109,2024-01-09,Exclusive,16776875,True,3,2024-01-12
L0000500,P002056,A00034,2023-05-16,Partner,11507031,False,110,
L0000501,P003698,A00246,2024-03-15,Partner,11908520,True,20,2024-04-04
L0000502,P004046,A00262,2022-04-22,Open,11559373,False,70,
L0000503,P003211,A00095,2023-01-13,Exclusive,22863039,True,6,2023-01-19
L0000504,P002006,A00034,2024-03-28,Partner,23070439,True,69,2024-06-05
L0000505,P001556,A00071,2024-06-18,Open,6415826,True,63,2024-08-20
L0000506,P001137,A00178,2023-08-21,Exclusive,10218005,False,57,
L0000507,P003999,A00030,2022-01-13,Open,8349211,False,7,
L0000508,P000681,A00171,2022-06-11,Exclusive,20841382,False,99,
L0000509,P000976,A00142,2023-08-08,Open,8082314,True,67,2023-10-14
L0000510,P002174,A00027,2024-06-12,Exclusive,16875694,False,134,
L0000511,P001817,A00070,2023-12-21,Exclusive,11850408,True,56,2024-02-15
L0000512,P002475,A00030,2023-07-29,Exclusive,6881437,True,50,2023-09-17
L0000513,P000136,A00017,2022-01-20,Exclusive,8693460,True,45,2022-03-06
L0000514,P003551,A00265,2023-09-18,Open,10386374,True,72,2023-11-29
L0000515,P000609,A00079,2022-04-02,Partner,26792876,True,36,2022-05-08
L0000516,P003020,A00040,2024-08-05,Exclusive,8083850,True,56,2024-09-30
L0000517,P003345,A00124,2024-08-04,Open,5297665,True,42,2024-09-15
L0000518,P001924,A00123,2023-08-15,Exclusive,7187314,True,84,2023-11-07
L0000519,P000524,A00044,2024-07-12,Open,16374007,False,101,
L0000520,P004387,A00115,2022-01-29,Exclusive,9887216,False,120,
L0000521,P001704,A00293,2022-05-24,Open,8261895,True,38,2022-07-01
L0000522,P003706,A00207,2023-02-07,Open,12941237,True,54,2023-04-02
L0000523,P001769,A00106,2023-09-10,Open,15157656,True,30,2023-10-10
L0000524,P003689,A00281,2023-03-20,Exclusive,6299534,False,54,
L0000525,P001013,A00270,2022-01-09,Exclusive,5844309,False,162,
L0000526,P000018,A00044,2024-03-14,Exclusive,8243453,True,26,
L0000527,P000493,A00171,2022-12-19,Open,25589063,False,118,
L0000528,P000892,A00204,2024-10-28,Open,13848002,True,32,2024-11-29
L0000529,P001874,A00131,2024-05-29,Exclusive,13093197,False,183,
L0000530,P001858,A00127,2022-04-21,Open,9288519,False,99,
L0000531,P002422,A00177,2023-05-31,Open,5168965,True,47,2023-07-17
L0000532,P003514,A00293,2024-10-15,Exclusive,21913081,True,64,2024-12-18
L0000533,P001273,A00276,2022-05-07,Partner,9585406,True,76,2022-07-22
L0000534,P004373,A00169,2023-02-24,Partner,9247033,False,170,
L0000535,P001806,A00288,2023-04-20,Open,9863304,False,157,
L0000536,P004303,A00028,2022-12-02,Partner,14246316,True,94,2023-03-06
L0000537,P001719,A00289,2024-03-20,Open,14051276,False,98,
L0000538,P002482,A00111,2022-06-16,Open,16589906,True,69,2022-08-24
L0000539,P003207,A00145,2022-01-23,Exclusive,12892638,False,92,
L0000540,P000420,A00089,2024-06-20,Open,8294147,True,59,2024-08-18
L0000541,P002055,A00187,2023-06-10,Exclusive,11100527,False,119,
L0000542,P003449,A00024,2023-03-15,Exclusive,11285999,True,65,2023-05-19
L0000543,P003282,A00204,2022-03-10,Exclusive,9073028,True,17,2022-03-27
L0000544,P003654,A00033,2022-02-23,Exclusive,4701534,True,58,2022-04-22
L0000545,P002080,A00001,2024-12-09,Partner,8293576,False,59,
L0000546,P001033,A00286,2024-07-30,Open,15457563,True,72,2024-10-10
L0000547,P002222,A00173,2023-01-12,Partner,9455430,False,159,
L0000548,P001306,A00217,2023-03-22,Open,13796294,False,44,
L0000549,P002954,A00006,2024-08-29,Exclusive,12604170,True,61,2024-10-29
L0000550,P004112,A00166,2024-01-21,Exclusive,6901634,False,154,
L0000551,P001288,A00045,2022-04-14,Exclusive,7687275,True,66,2022-06-19
L0000552,P004090,A00026,2024-12-21,Exclusive,32636052,True,28,2025-01-18
L0000553,P000654,A00199,2023-01-23,Exclusive,24325938,False,132,
L0000554,P003371,A00267,2022-02-05,Exclusive,33827771,False,196,
L0000555,P003900,A00241,2023-08-26,Open,14015086,True,39,2023-10-04
L0000556,P003114,A00010,2022-04-06,Open,23958319,True,76,2022-06-21
L0000557,P002551,A00049,2024-07-19,Exclusive,47842856,True,57,2024-09-14
L0000558,P004349,A00291,2023-10-04,Partner,8093416,True,23,2023-10-27
L0000559,P001434,A00265,2023-08-24,Open,7856746,True,74,2023-11-06
L0000560,P002604,A00181,2024-10-17,Exclusive,11467014,False,135,
L0000561,P003993,A00117,2022-03-07,Open,28211550,False,273,
L0000562,P000947,A00070,2024-08-22,Open,4653448,True,40,2024-10-01
L0000563,P001736,A00219,2023-03-24,Exclusive,34341071,False,44,
L0000564,P002617,A00057,2022-10-18,Exclusive,8114421,True,49,2022-12-06
L0000565,P004048,A00083,2022-05-11,Open,10450419,False,150,
L0000566,P003999,A00149,2022-10-06,Open,8716746,True,76,2022-12-21
L0000567,P002795,A00273,2024-11-22,Partner,4854909,True,76,2025-02-06
L0000568,P004457,A00077,2022-08-28,Partner,7436801,False,94,
L0000569,P002696,A00145,2023-05-11,Exclusive,12222275,False,94,
L0000570,P003805,A00079,2024-11-24,Partner,26251503,True,47,2025-01-10
L0000571,P004339,A00075,2024-12-17,Open,11307674,True,30,2025-01-16
L0000572,P003603,A00006,2024-11-04,Open,13585663,True,54,2024-12-28
L0000573,P003454,A00200,2023-05-14,Exclusive,27326988,False,149,
L0000574,P003244,A00065,2024-11-30,Exclusive,6015616,True,59,
L0000575,P001541,A00157,2024-05-29,Exclusive,12473063,True,45,2024-07-13
L0000576,P000943,A00040,2023-08-09,Open,9971347,False,66,
L0000577,P000901,A00027,2022-04-28,Partner,10090775,False,109,
L0000578,P002294,A00084,2023-08-11,Exclusive,5221601,False,42,
L0000579,P000053,A00053,2022-04-27,Exclusive,6912882,True,75,2022-07-11
L0000580,P004084,A00104,2022-06-14,Partner,35439655,False,185,
L0000581,P001817,A00083,2023-01-06,Exclusive,12047410,False,102,
L0000582,P004105,A00017,2023-08-03,Partner,28957268,False,9,
L0000583,P000896,A00253,2022-02-21,Open,16718786,False,173,
L0000584,P004326,A00088,2022-12-21,Exclusive,7672212,True,91,2023-03-22
L0000585,P001928,A00179,2024-11-05,Open,7686575,False,113,
L0000586,P001295,A00150,2022-04-30,Open,29369756,True,46,2022-06-15
L0000587,P001218,A00033,2023-05-02,Open,19630223,True,88,2023-07-29
L0000588,P003883,A00300,2024-05-04,Partner,13595523,True,3,2024-05-07
L0000589,P000200,A00051,2023-04-20,Open,8795357,True,35,2023-05-25
L0000590,P000189,A00187,2023-07-25,Exclusive,6962814,False,31,
L0000591,P003358,A00055,2022-07-05,Partner,8726112,False,46,
L0000592,P002917,A00220,2023-04-01,Exclusive,10179971,False,113,
L0000593,P001518,A00174,2024-09-27,Open,11631996,True,26,2024-10-23
L0000594,P001669,A00163,2024-03-21,Open,10370317,False,106,
L0000595,P003022,A00300,2023-01-24,Exclusive,26032565,True,101,2023-05-05
L0000596,P004292,A00127,2024-02-14,Exclusive,23122681,True,86,2024-05-10
L0000597,P004383,A00016,2022-07-26,Partner,46394263,False,135,
L0000598,P001005,A00127,2024-12-21,Open,21186551,True,29,2025-01-19
L0000599,P002062,A00022,2024-07-28,Open,17776671,False,90,
L0000600,P001561,A00008,2024-10-12,Open,18987196,True,88,2025-01-08
L0000601,P004078,A00136,2023-02-02,Open,6760324,True,42,2023-03-16
L0000602,P000321,A00064,2024-01-15,Open,9142806,True,13,2024-01-28
L0000603,P004456,A00264,2023-11-21,Open,7551076,False,117,
L0000604,P000294,A00283,2024-05-02,Exclusive,26154332,True,13,2024-05-15
L0000605,P001101,A00217,2022-04-13,Open,14431368,False,66,
L0000606,P001120,A00049,2023-08-23,Exclusive,7356718,True,62,2023-10-24
L0000607,P004426,A00110,2024-05-25,Exclusive,9579165,True,31,2024-06-25
L0000608,P003400,A00008,2022-12-01,Exclusive,5152059,False,52,
L0000609,P001815,A00020,2022-05-22,Exclusive,7440403,False,183,
L0000610,P000532,A00036,2023-10-29,Open,14871032,False,48,
L0000611,P001736,A00012,2024-05-17,Exclusive,35845829,True,47,2024-07-03
L0000612,P002401,A00033,2023-09-17,Partner,10427301,False,63,
L0000613,P004246,A00180,2023-01-26,Exclusive,7477491,True,38,2023-03-05
L0000614,P003497,A00284,2024-11-29,Open,12737962,True,52,2025-01-20
L0000615,P004057,A00188,2022-07-09,Exclusive,21536758,True,73,2022-09-20
L0000616,P001304,A00165,2024-12-18,Open,9292918,False,106,
L0000617,P001114,A00235,2023-08-06,Exclusive,9558808,False,100,
L0000618,P002732,A00070,2023-09-07,Exclusive,14373748,True,44,2023-10-21
L0000619,P001373,A00104,2022-02-23,Partner,20206175,True,47,2022-04-11
L0000620,P002498,A00141,2022-08-10,Exclusive,6613440,False,7,
L0000621,P002723,A00108,2024-04-21,Exclusive,5796700,False,67,
L0000622,P003778,A00021,2024-01-15,Exclusive,12980099,True,30,2024-02-14
L0000623,P002662,A00256,2023-11-25,Open,37097960,False,146,
L0000624,P000592,A00034,2022-11-03,Open,35668276,False,7,
L0000625,P001592,A00093,2023-03-27,Exclusive,12112846,True,36,2023-05-02
L0000626,P000422,A00071,2022-09-27,Exclusive,12119120,False,130,
L0000627,P003928,A00265,2023-05-06,Open,8225736,False,13,
L0000628,P004082,A00189,2023-11-22,Open,13706370,False,152,
L0000629,P000543,A00125,2024-02-09,Exclusive,17659449,True,54,
L0000630,P004088,A00298,2022-04-24,Exclusive,13829062,False,134,
L0000631,P001665,A00115,2024-11-13,Open,13441095,False,97,
L0000632,P000704,A00011,2022-05-24,Open,16833219,False,63,
L0000633,P001385,A00163,2023-02-09,Exclusive,15386082,False,44,
L0000634,P001121,A00129,2024-02-03,Exclusive,7522071,True,78,2024-04-21
L0000635,P003624,A00081,2022-11-03,Exclusive,13226329,True,60,2023-01-02
L0000636,P001755,A00153,2024-02-07,Open,4905495,False,181,
L0000637,P000346,A00154,2022-10-31,Open,12622077,True,40,2022-12-10
L0000638,P003187,A00088,2023-08-07,Open,20101182,True,29,2023-09-05
L0000639,P002575,A00190,2023-04-02,Open,13145035,False,173,
L0000640,P003271,A00055,2023-07-25,Open,8485562,True,61,2023-09-24
L0000641,P003555,A00141,2023-09-19,Open,12938216,True,21,2023-10-10
L0000642,P003794,A00272,2023-11-10,Open,17171372,True,30,2023-12-10
L0000643,P002310,A00118,2024-01-23,Open,10035851,True,64,2024-03-27
L0000644,P000124,A00246,2024-01-15,Open,20678459,True,45,2024-02-29
L0000645,P001541,A00190,2024-01-20,Open,13852682,True,27,2024-02-16
L0000646,P000476,A00250,2024-05-23,Exclusive,30899692,False,59,
L0000647,P000171,A00247,2024-01-10,Exclusive,21666139,True,50,2024-02-29
L0000648,P002450,A00106,2023-02-25,Exclusive,16015391,True,56,2023-04-22
L0000649,P002120,A00056,2023-08-13,Exclusive,7023952,True,32,2023-09-14
L0000650,P003388,A00064,2022-09-28,Open,22547514,False,20,
L0000651,P001652,A00209,2022-10-02,Exclusive,8046176,False,7,
L0000652,P002740,A00086,2024-09-26,Open,9533396,True,60,2024-11-25
L0000653,P002654,A00223,2023-05-08,Exclusive,11909536,False,128,
L0000654,P003541,A00238,2022-06-24,Exclusive,8147580,False,109,
L0000655,P002450,A00091,2022-04-24,Open,16057026,True,61,2022-06-24
L0000656,P003236,A00287,2022-12-10,Open,11384256,True,9,2022-12-19
L0000657,P001584,A00048,2022-03-08,Exclusive,13084184,False,48,
L0000658,P001370,A00061,2022-08-01,Partner,14586211,False,173,
L0000659,P002945,A00138,2023-05-30,Open,11346921,True,16,2023-06-15
L0000660,P002413,A00124,2022-10-12,Exclusive,10117633,False,48,
L0000661,P001673,A00045,2024-04-17,Partner,9751378,False,136,
L0000662,P004144,A00208,2023-11-19,Exclusive,13445120,False,148,
L0000663,P001464,A00086,2022-09-26,Partner,15136306,False,45,
L0000664,P003971,A00096,2022-04-04,Partner,8206581,True,57,2022-05-31
L0000665,P000832,A00094,2024-08-20,Exclusive,35806973,False,121,
L0000666,P004308,A00157,2022-07-29,Open,9226256,True,30,2022-08-28
L0000667,P000949,A00009,2024-02-08,Open,12215167,False,66,
L0000668,P003287,A00061,2023-06-24,Open,24135988,False,78,
L0000669,P001647,A00009,2023-04-21,Open,11936827,True,67,2023-06-27
L0000670,P001211,A00243,2023-09-05,Exclusive,6609097,False,110,
L0000671,P004481,A00262,2024-05-09,Open,15626204,False,121,
L0000672,P001874,A00039,2023-09-25,Exclusive,13997072,True,64,2023-11-28
L0000673,P000017,A00003,2024-09-30,Exclusive,14877989,False,67,
L0000674,P003147,A00201,2024-11-12,Open,28290362,True,7,2024-11-19
L0000675,P002463,A00162,2023-12-17,Open,8163620,False,84,
L0000676,P001632,A00090,2022-07-06,Partner,25421060,False,11,
L0000677,P000746,A00012,2022-04-17,Open,7670073,False,143,
L0000678,P000114,A00099,2022-03-18,Open,17571745,False,100,
L0000679,P003239,A00284,2024-12-04,Exclusive,8673766,True,68,2025-02-10
L0000680,P000956,A00291,2023-06-27,Exclusive,20751561,False,14,
L0000681,P001993,A00068,2022-01-17,Exclusive,25497433,True,39,2022-02-25
L0000682,P001241,A00069,2023-03-18,Exclusive,7248715,False,48,
L0000683,P000249,A00118,2024-03-03,Partner,14220037,True,48,2024-04-20
